material,weight_capacity,fragility,recyclability,co2_score,strength,biodegradability,co2_impact_index,eco_score,cost_efficiency,suitability_score
Metal,0.905,,1,0.7764537654909438,0.905,5,0.0018,2.742,1.0325701544485535,6.128546234509057
Glass,0.8005,,1,0.5722116301239275,0.8005000000000001,6,0.0014996876951905,4.599,1.1908452102389566,7.228288369876073
Paper,0.633,,1,0.27144899904671116,0.633,9,0.0008996840442338,8.861,1.7041370460669834,10.361551000953288
Metal,0.8995,,0,0.7716873212583413,0.8995,5,0.0017998888271261,1.762,1.0319067147856518,5.127812678741659
Paper,0.9835,,1,0.4218303145853194,0.9835,9,0.0008998474834773,8.23,1.8847122762148338,10.56166968541468
Glass,0.265,,1,0.18946615824594853,0.265,6,0.0015,6.205,0.9154783467808331,7.075533841754051
Ceramic,0.2995,,1,0.1713536701620591,0.2995,5,0.0012003338898163,5.281,1.1037256279641663,6.128146329837941
Ceramic,0.228,,1,0.13036224976167782,0.22799999999999998,5,0.0011995614035087,5.453,0.9897454996896335,6.097637750238322
Paper,0.0545,,1,0.023355576739752148,0.05450000000000001,9,0.0008990825688073,9.902,0.44181221020092737,10.03114442326025
Plastic,0.501,,1,0.5014299332697808,0.501,2,0.0020998003992015,0.8959999999999999,0.8330147408464098,2.999570066730219
Plastic,0.968,,1,0.9690181124880839,0.968,2,0.0021002066115702,-1.0659999999999998,0.9055038344925984,2.998981887511916
Metal,0.6795,,0,0.5829361296472833,0.6795,5,0.0017998528329654,2.554,0.994968592964824,5.096563870352717
Bioplastic,0.9915,,1,0.330791229742612,0.9914999999999999,7,0.0006999495713565,6.612,2.3015788891347646,8.660708770257388
Ceramic,0.9545,,1,0.5459961868446139,0.9545,5,0.0012001047668936,3.709,1.4775629012026859,6.408503813155386
Metal,0.9875,,0,0.8472354623450906,0.9875,5,0.0018,1.4449999999999998,1.0425074221305288,5.140264537654909
Ceramic,0.6865,,1,0.39275500476644426,0.6865,5,0.0012002913328477,4.352,1.3931872702650414,6.293744995233555
Metal,0.344,,0,0.2950428979980934,0.344,5,0.0017994186046511,3.762,0.8707915057915057,5.048957102001907
Ceramic,0.6965,,1,0.3984747378455672,0.6965,5,0.0012002871500358,4.328,1.3972623828647925,6.298025262154433
Paper,0.4675,,1,0.20066730219256435,0.46749999999999997,9,0.0009005347593582,9.158,1.5548747622067216,10.266832697807436
Bioplastic,0.4865,,1,0.1622974261201144,0.48650000000000004,7,0.000699897225077,7.319,1.8547646738142831,8.324202573879885
Ceramic,0.7185,,1,0.4108674928503337,0.7184999999999999,5,0.0011997216423103,4.276,1.4064312371711136,6.307632507149666
Paper,0.5835,,0,0.25023832221163017,0.5835,9,0.0008997429305912,7.95,1.666008437670114,9.333261677788371
Ceramic,0.2805,,1,0.16039084842707343,0.2805,5,0.0011996434937611,5.327,1.0772267984623833,6.120109151572927
Metal,0.9205,,0,0.7897998093422307,0.9205,5,0.0018001086366105,1.686,1.0345023569745018,5.130700190657769
Glass,0.2685,,1,0.1918493803622498,0.2685,6,0.0014990689013035,6.195,0.9199951004409601,7.076650619637751
Ceramic,0.665,,1,0.3803622497616778,0.665,5,0.0012,4.404,1.3843718991863463,6.284637750238322
Plastic,0.405,,0,0.4053860819828408,0.40499999999999997,2,0.0021,0.2989999999999999,0.8013675374893896,1.999613918017159
Bioplastic,0.063,,1,0.020972354623450904,0.063,7,0.0006984126984126,7.912,0.5207801418439716,8.042027645376548
Bioplastic,0.444,,1,0.14823641563393708,0.44400000000000006,7,0.0007004504504504,7.378,1.7886175115207374,8.295763584366062
Paper,0.977,,1,0.419208770257388,0.977,9,0.0009002047082906,8.241,1.8817093546314145,10.557791229742612
Plastic,0.2805,,1,0.280743565300286,0.2805,2,0.0020998217468805,1.822,0.7367163244867302,2.999756434699714
Bioplastic,0.6555,,1,0.21877979027645378,0.6555,7,0.0007002288329519,7.082,2.056278409090909,8.436720209723546
Plastic,0.676,,1,0.6765967588179219,0.6759999999999999,2,0.0020998520710059,0.161,0.870464616706561,2.9994032411820784
Bioplastic,0.4685,,1,0.1563393708293613,0.46849999999999997,7,0.0007001067235859,7.344,1.8276552621792486,8.312160629170638
Metal,0.3975,,1,0.3410390848427074,0.3975,5,0.0018,4.569,0.9012806657300335,6.056460915157293
Plastic,0.435,,1,0.4354146806482364,0.43499999999999994,2,0.0021,1.173,0.8124543755007566,2.9995853193517634
Ceramic,0.9985,,0,0.5710200190657769,0.9984999999999999,5,0.0011997996995493,2.604,1.4880331012927972,5.427479980934223
Metal,0.958,,1,0.8219733079122974,0.958,5,0.0018001043841336,2.551,1.0390756345964949,6.136026692087703
Ceramic,0.5275,,1,0.3017159199237369,0.5275000000000001,5,0.0012,4.734,1.3131169909824396,6.225784080076263
Glass,0.3545,,1,0.2533365109628217,0.3545,6,0.0014992947813822,5.937,1.0032928638877647,7.101163489037178
Ceramic,0.402,,1,0.2299809342230696,0.40199999999999997,5,0.0012002487562189,5.035,1.218252202802253,6.17201906577693
Paper,0.3735,,1,0.1601525262154433,0.3735,9,0.0008995983935742,9.328,1.4356962257237085,10.213347473784557
Bioplastic,0.064,,1,0.021448999046711156,0.064,7,0.000703125,7.91,0.5269701726844583,8.042551000953289
Paper,0.3675,,1,0.15753098188751194,0.3675,9,0.0008993197278911,9.339,1.4270127706829536,10.209969018112488
Bioplastic,0.655,,1,0.21854146806482366,0.655,7,0.0007,7.083,2.056247194373784,8.436458531935177
Metal,0.9855,,1,0.8455672068636798,0.9855,5,0.0018001014713343,2.452,1.0422315757636857,6.13993279313632
Ceramic,0.088,,0,0.05028598665395615,0.088,5,0.0011988636363636,4.789,0.5855502695845226,5.037714013346044
Metal,0.836,,1,0.717349857006673,0.836,5,0.0018002392344497,2.99,1.0228178213202705,6.118650142993327
Paper,0.664,,0,0.2847950428979981,0.6639999999999999,9,0.0008998493975903,7.805,1.7255939551591721,9.379204957102
Plastic,0.066,,0,0.06601525262154434,0.066,2,0.0020984848484848,1.723,0.3975538329026701,1.9999847473784556
Metal,0.955,,1,0.8193517635843661,0.9550000000000001,5,0.0018,2.562,1.038775404396516,6.1356482364156335
Plastic,0.0775,,1,0.07769304099142041,0.0775,2,0.0021032258064516,2.674,0.4361453862660944,2.9998069590085796
Metal,0.9485,,1,0.8138703527168732,0.9484999999999999,5,0.0018002108592514,2.585,1.0378933917488133,6.134629647283127
Glass,0.6235,,1,0.44590085795996187,0.6235,6,0.0015004009623095,5.129,1.142148781978521,7.177599142040038
Metal,0.3925,,0,0.33674928503336515,0.39249999999999996,5,0.0018,3.587,0.898684928516861,5.055750714966635
Paper,0.8125,,1,0.3484270734032412,0.8125,9,0.0008996923076923,8.538,1.811888818027211,10.464072926596758
Bioplastic,0.4165,,1,0.13894184938036225,0.4165,7,0.0006998799519807,7.417,1.7431019349690804,8.277558150619637
Bioplastic,0.989,,1,0.33007626310772165,0.9890000000000001,7,0.0007002022244691,6.615,2.299592153385792,8.658923736892278
Bioplastic,0.648,,1,0.21615824594852243,0.648,7,0.0006998456790123,7.093,2.0496065128900947,8.431841754051478
Bioplastic,0.312,,1,0.10414680648236416,0.312,7,0.0007003205128205,7.563,1.5283119308895634,8.207853193517638
Ceramic,0.2925,,1,0.167302192564347,0.2925,5,0.0012,5.298,1.0942671184022823,6.1251978074356535
Bioplastic,0.632,,1,0.2109151572926597,0.632,7,0.0007001582278481,7.115,2.0327088762839183,8.42108484270734
Ceramic,0.7505,,1,0.4292183031458532,0.7505,5,0.0011998667554963,4.199,1.4181293344141224,6.321281696854147
Ceramic,0.4005,,0,0.2290276453765491,0.40049999999999997,5,0.0011997503121098,4.039,1.2172229465449802,5.171472354623451
Metal,0.817,,0,0.7009056244041945,0.817,5,0.0017998776009791,2.059,1.0200952210914718,5.1160943755958055
Ceramic,0.8095,,1,0.46306005719733084,0.8095000000000001,5,0.001200123533045,4.057,1.4376796749343943,6.346439942802669
Ceramic,0.615,,1,0.3517635843660629,0.615,5,0.0012,4.524,1.3613315045368222,6.263236415633937
Plastic,0.4075,,1,0.4080076263107722,0.40750000000000003,2,0.0021006134969325,1.288,0.8021533120660537,2.999492373689228
Plastic,0.846,,1,0.8467588179218304,0.8460000000000001,2,0.0020998817966903,-0.5529999999999999,0.893574988672406,2.99924118207817
Bioplastic,0.4155,,1,0.13870352716873213,0.41550000000000004,7,0.0007003610108303,7.418,1.7406529552715655,8.276796472831268
Bioplastic,0.265,,1,0.08841754051477599,0.265,7,0.0007,7.629,1.406450796863142,8.176582459485225
Paper,0.7285,,1,0.3124404194470925,0.7285,9,0.0008997940974605,8.689,1.7663157286490232,10.416059580552908
Metal,0.3355,,1,0.28789323164918973,0.3355,5,0.0018002980625931,4.792,0.8649287294175473,6.04760676835081
Ceramic,0.86,,0,0.49189704480457586,0.86,5,0.0012,2.936,1.4529553873409566,5.3681029551954245
Metal,0.4815,,1,0.41301239275500484,0.48150000000000004,5,0.0017995846313603,4.267,0.9385738177088171,6.068487607244996
Ceramic,0.574,,1,0.3284080076263108,0.5740000000000001,5,0.0012003484320557,4.622,1.3398442367601247,6.245591992373689
Plastic,0.501,,1,0.5014299332697808,0.501,2,0.0020998003992015,0.8959999999999999,0.8330147408464098,2.999570066730219
Plastic,0.867,,0,0.8677311725452813,0.867,2,0.0020997693194925,-1.641,0.8959099640447223,1.9992688274547188
Ceramic,0.1305,,1,0.0745948522402288,0.1305,5,0.001199233716475,5.687,0.7474447174447174,6.055905147759771
Bioplastic,0.9425,,1,0.3143469971401335,0.9425000000000001,7,0.0006997347480106,6.681,2.2746635223743246,8.628153002859866
Ceramic,0.7715,,1,0.44137273593898957,0.7715,5,0.0012002592352559,4.148,1.425081000176087,6.3301272640610105
Ceramic,0.9125,,1,0.5219256434699714,0.9125,5,0.0012,3.81,1.4672171980380135,6.390574356530029
Bioplastic,0.4275,,1,0.14275500476644423,0.42750000000000005,7,0.0007005847953216,7.401,1.76103475358335,8.284744995233556
Plastic,0.8015,,1,0.8021925643469973,0.8015000000000001,2,0.0020998128509045,-0.3660000000000001,0.8883912721893491,2.9993074356530025
Metal,0.8225,,1,0.705672068636797,0.8225,5,0.0018,3.039,1.0208868248239957,6.116827931363202
Bioplastic,0.098,,0,0.03265014299332698,0.098,7,0.0006989795918367,6.863,0.738785483291412,7.065349857006673
Paper,0.925,,0,0.3968064823641564,0.925,9,0.0009,7.335,1.861891969682433,9.528193517635845
Glass,0.3445,,1,0.24642516682554816,0.3445,6,0.0015007256894049,5.966,0.9944427627958172,7.098074833174452
Glass,0.9755,,1,0.6973307912297427,0.9755,6,0.0014997437211686,4.074,1.2234570779531324,7.278169208770257
Bioplastic,0.3525,,1,0.1174928503336511,0.3525,7,0.0006992907801418,7.507,1.6207429322813935,8.235007149666348
Metal,0.8695,,1,0.7459485224022879,0.8695,5,0.0017998849913743,2.87,1.0278403200360604,6.1235514775977125
Bioplastic,0.9575,,1,0.3195900857959962,0.9574999999999999,7,0.0007002610966057,6.659,2.2819890946268315,8.637909914204004
Glass,0.298,,1,0.21306005719733082,0.298,6,0.0015,6.106,0.9518940316686966,7.084939942802669
Plastic,0.503,,1,0.5035748331744518,0.503,2,0.0021003976143141,0.887,0.833368080233752,2.9994251668255485
Metal,0.9175,,0,0.7871782650142993,0.9175000000000001,5,0.0018,1.697,1.034177725245796,5.130321734985701
Ceramic,0.1745,,0,0.09985700667302193,0.17450000000000002,5,0.0012005730659025,4.581,0.8731242547102315,5.074642993326978
Plastic,0.5345,,1,0.5350333651096283,0.5345,2,0.0021000935453695,0.7549999999999999,0.8416880582451399,2.999466634890372
Ceramic,0.555,,1,0.3174451858913251,0.5549999999999999,5,0.0012,4.668,1.329515871203471,6.237554814108675
Metal,0.4515,,1,0.3872735938989514,0.45149999999999996,5,0.0017995570321151,4.375,0.9265841729433628,6.0642264061010485
Paper,0.961,,0,0.41229742612011444,0.961,9,0.0009001040582726,7.27,1.8758634164495718,9.548702573879886
Ceramic,0.9985,,0,0.5710200190657769,0.9984999999999999,5,0.0011997996995493,2.604,1.4880331012927972,5.427479980934223
Plastic,0.9235,,1,0.9244518589132508,0.9235,2,0.0021001624255549,-0.879,0.9014576838970827,2.999048141086749
Bioplastic,0.167,,1,0.055767397521449005,0.16699999999999998,7,0.0007005988023952,7.766,1.0721113831089348,8.11123260247855
Bioplastic,0.876,,1,0.29218303145853197,0.876,7,0.0006997716894977,6.774,2.2336509479824986,8.58381696854147
Plastic,0.315,,1,0.31530028598665394,0.315,2,0.0021,1.677,0.7584873178009871,2.999699714013346
Paper,0.0715,,1,0.03074356530028599,0.0715,9,0.0009020979020979,9.871,0.5468720379146919,10.040756434699714
Plastic,0.775,,1,0.7757387988560535,0.775,2,0.0021,-0.2549999999999999,0.8849670712458498,2.9992612011439466
Plastic,0.7235,,1,0.7242612011439467,0.7235,2,0.002100207325501,-0.0390000000000001,0.8777557393164864,2.9992387988560534
Metal,0.2745,,1,0.23546234509056246,0.2745,5,0.001799635701275,5.0120000000000005,0.8182736572890025,6.039037654909437
Metal,0.287,,0,0.24618684461391802,0.28700000000000003,5,0.0017996515679442,3.967,0.8290320804075452,5.040813155386082
Paper,0.0865,,1,0.037178265014299335,0.0865,9,0.0009017341040462,9.844,0.6305663655316192,10.0493217349857
Ceramic,0.4515,,1,0.25834127740705437,0.45149999999999996,5,0.0012004429678848,4.916,1.259972067039106,6.193158722592946
Plastic,0.9355,,1,0.936367969494757,0.9355,2,0.0020999465526456,-0.9289999999999998,0.9026716644437289,2.999132030505243
Bioplastic,0.629,,1,0.2099618684461392,0.629,7,0.0007003179650238,7.119,2.029281869906197,8.41903813155386
Paper,0.2535,,1,0.10867492850333652,0.2535,9,0.0008994082840236,9.544,1.2148081315669255,10.144825071496664
Plastic,0.529,,0,0.5295519542421354,0.529,2,0.0021001890359168,-0.2219999999999999,0.8402801332525742,1.9994480457578645
Metal,0.414,,1,0.35510009532888465,0.414,5,0.0017995169082125,4.51,0.909689987431923,6.058899904671115
Metal,0.073,,1,0.0626787416587226,0.073,5,0.0018013698630136,5.737,0.44873718136536767,6.0103212583412775
Paper,0.44,,1,0.18875119161105816,0.44000000000000006,9,0.0009,9.208,1.5238032353912183,10.251248808388942
Paper,0.6475,,1,0.2776453765490944,0.6475,9,0.0008996138996138,8.835,1.7145715006941815,10.369854623450907
Plastic,0.4095,,1,0.4099142040038132,0.4095,2,0.0021001221001221,1.28,0.8030762759394279,2.999585795996187
Plastic,0.225,,1,0.22521448999046711,0.225,2,0.0021,2.055,0.6918510918950609,2.999785510009533
Bioplastic,0.3165,,1,0.1055767397521449,0.3165,7,0.0006998420221169,7.557,1.5395710642244378,8.210923260247855
Bioplastic,0.4145,,1,0.13822688274547187,0.4145,7,0.0006996381182147,7.42,1.7399379751900759,8.276273117254528
Plastic,0.331,,1,0.3312678741658723,0.331,2,0.0020996978851963,1.61,0.7675044208664897,2.999732125834128
Glass,0.261,,1,0.18660629170638707,0.261,6,0.0015,6.217,0.910656910028272,7.074393708293613
Plastic,0.993,,0,0.994041944709247,0.993,2,0.002100201409869,-2.1710000000000003,0.9076434453012676,1.9989580552907529
Plastic,0.8975,,1,0.8982364156339372,0.8975,2,0.0020997214484679,-0.7690000000000001,0.8990856133314232,2.9992635843660627
Paper,0.6015,,1,0.2581029551954242,0.6014999999999999,9,0.0009002493765586,8.917,1.6796845467855714,10.343397044804576
Paper,0.9515,,1,0.4082459485224023,0.9515,9,0.0009001576458223,8.286999999999999,1.8721251055050172,10.543254051477597
Bioplastic,0.762,,1,0.25428979980934224,0.762,7,0.0007001312335958,6.933,2.1507816494013183,8.507710200190658
Bioplastic,0.0665,,0,0.022163965681601526,0.0665,7,0.0006992481203007,6.907,0.5443503706593835,7.044336034318398
Plastic,0.256,,1,0.2561963775023832,0.256,2,0.002099609375,1.925,0.7187046701458585,2.999803622497617
Glass,0.3705,,1,0.2647759771210677,0.3705,6,0.0014993252361673,5.889,1.0156918855350843,7.105724022878932
Glass,0.171,,1,0.12225929456625359,0.17099999999999999,6,0.0015,6.487,0.7693716491529057,7.0487407054337465
Paper,0.6485,,1,0.27812202097235467,0.6485000000000001,9,0.000899768696993,8.833,1.7150548342367324,10.370377979027646
Paper,0.8035,,1,0.34461391801715924,0.8035,9,0.0008998133167392,8.554,1.8071858919382504,10.45888608198284
Paper,0.676,,1,0.2900381315538609,0.6759999999999999,9,0.000900147928994,8.783,1.733163876328974,10.38596186844614
Ceramic,0.2965,,1,0.16968541468064824,0.2965,5,0.0012006745362563,5.288,1.0994291268999647,6.126814585319352
Metal,0.643,,1,0.5517159199237369,0.643,5,0.0018001555209953,3.685,0.9866261976157391,6.091284080076263
Ceramic,0.8255,,1,0.47211630123927556,0.8255000000000001,5,0.0011998788612961,4.019,1.4428884445555277,6.353383698760724
Ceramic,0.624,,1,0.3570066730219257,0.624,5,0.0012003205128205,4.502,1.36540675844806,6.266993326978074
Metal,0.2775,,0,0.23808388941849382,0.27749999999999997,5,0.0018,4.001,0.8208021993514731,5.039416110581506
Paper,0.6385,,1,0.2738322211630124,0.6385,9,0.0008997650743931,8.850999999999999,1.707985464745633,10.364667778836989
Ceramic,0.504,,1,0.28836987607244996,0.504,5,0.0012003968253968,4.79,1.2977319587628864,6.21563012392755
Glass,0.494,,0,0.35319351763584367,0.49400000000000005,6,0.0015,4.518,1.0900420698359277,6.140806482364156
Plastic,0.995,,1,0.995948522402288,0.9949999999999999,2,0.0021,-1.1790000000000005,0.907889357630583,2.999051477597712
Ceramic,0.151,,1,0.08627264061010487,0.151,5,0.0011986754966887,5.638,0.8106397134083929,6.064727359389895
Paper,0.2335,,1,0.10009532888465206,0.23349999999999999,9,0.000899357601713,9.58,1.1669437827536921,10.133404671115347
Ceramic,0.936,,1,0.5352716873212584,0.9359999999999999,5,0.0011997863247863,3.754,1.4733853541416564,6.4007283126787415
Paper,0.2675,,1,0.11463298379408961,0.26749999999999996,9,0.0008990654205607,9.519,1.2463135687319562,10.15286701620591
Paper,0.914,,1,0.3920400381315539,0.914,9,0.0008998905908096,8.355,1.8575724111207979,10.521959961868445
Metal,0.954,,1,0.8183984747378457,0.954,5,0.0017997903563941,2.566,1.0387647913639193,6.135601525262154
Paper,0.376,,0,0.16134413727359392,0.376,9,0.0009002659574468,8.323,1.4387160313696878,9.214655862726406
Metal,0.9085,,1,0.7795519542421354,0.9085000000000001,5,0.001800220143093,2.729,1.0329122635885764,6.1289480457578644
Bioplastic,0.4605,,1,0.15371782650142995,0.4605,7,0.000700325732899,7.355,1.8150084538793914,8.30678217349857
Bioplastic,0.844,,0,0.2816968541468065,0.844,7,0.0007002369668246,5.818,2.211178821178821,7.5623031458531935
Ceramic,0.606,,0,0.3465204957102002,0.606,5,0.0011996699669966,3.5460000000000003,1.3571605465414174,5.2594795042898
Metal,0.62,,1,0.5319351763584367,0.62,5,0.0018,3.768,0.9811132900890028,6.088064823641563
Plastic,0.948,,1,0.9489990467111535,0.9480000000000001,2,0.0021002109704641,-0.9820000000000002,0.9037186477644492,2.9990009532888466
Ceramic,0.918,,1,0.525023832221163,0.9179999999999999,5,0.0011998910675381,3.797,1.4687439945092655,6.392976167778837
Glass,0.9825,,1,0.7023355576739753,0.9824999999999999,6,0.0014997455470737,4.053,1.2245499910889324,7.280164442326025
Bioplastic,0.278,,1,0.09270734032411822,0.27799999999999997,7,0.0006996402877697,7.611,1.4426020281968832,8.18529265967588
Metal,0.665,,1,0.5705433746425167,0.665,5,0.0018,3.606,0.9917330110889964,6.094456625357483
Glass,0.519,,1,0.371067683508103,0.519,6,0.0015,5.443,1.1017525043003136,7.1479323164918975
Glass,0.3425,,1,0.2449952335557674,0.34249999999999997,6,0.0015007299270072,5.972,0.9927673390439345,7.097504766444233
Ceramic,0.427,,1,0.244280266920877,0.42699999999999994,5,0.0012002341920374,4.975,1.2402685864599197,6.182719733079122
Metal,0.7695,,1,0.6601525262154433,0.7695000000000001,5,0.001799870045484,3.23,1.0122968397291197,6.109347473784556
Paper,0.222,,1,0.09532888465204958,0.22200000000000003,9,0.0009009009009009,9.6,1.1365446559297219,10.12667111534795
Paper,0.0605,,1,0.02597712106768351,0.0605,9,0.0009008264462809,9.891,0.480245932652289,10.034522878932316
Bioplastic,0.5215,,1,0.17397521448999048,0.5215,7,0.0006999041227229,7.27,1.9034568545581068,8.347524785510009
Bioplastic,0.205,,1,0.06839847473784556,0.205,7,0.0007,7.713,1.2173506934616471,8.136601525262154
Ceramic,0.577,,1,0.33007626310772165,0.577,5,0.0012001733102253,4.615,1.3416225202260887,6.2469237368922785
Metal,0.212,,0,0.18183984747378457,0.21200000000000002,5,0.0017995283018867,4.237,0.7522002367664469,5.030160152526215
Ceramic,0.753,,1,0.43064823641563393,0.753,5,0.0011998671978751,4.193,1.4190191323093504,6.322351763584366
Plastic,0.715,,1,0.7156816015252623,0.7150000000000001,2,0.0021,-0.0030000000000001,0.8765675217670776,2.9993183984747374
Bioplastic,0.6005,,1,0.20042897998093423,0.6005,7,0.0007002497918401,7.159,1.9988085038870382,8.400071020019066
Glass,0.3755,,0,0.26858913250714966,0.3755,6,0.0015006657789613,4.873,1.0187495150653045,6.10691086749285
Glass,0.073,,1,0.05219256434699714,0.073,6,0.0015,6.781,0.47965549639837135,7.020807435653003
Glass,0.607,,1,0.4339847473784557,0.607,6,0.0015,5.179,1.1367365884138176,7.1730152526215445
Plastic,0.557,,1,0.5574356530028599,0.557,2,0.0020996409335727,0.661,0.8472312042340318,2.99956434699714
Plastic,0.969,,0,0.9699714013346045,0.969,2,0.0021001031991744,-2.0700000000000003,0.9056316821097647,1.9990285986653955
Glass,0.132,,1,0.09437559580552908,0.132,6,0.0015,6.604,0.6790975968612064,7.037624404194471
Paper,0.624,,1,0.2676358436606292,0.624,9,0.0008998397435897,8.877,1.6973317775184753,10.356364156339371
Bioplastic,0.673,,1,0.22449952335557674,0.673,7,0.0006998514115898,7.058,2.0739629847238543,8.448500476644423
Metal,0.165,,0,0.14156339370829363,0.16499999999999998,5,0.0018,4.406,0.6830505130228886,5.023436606291707
Glass,0.51,,1,0.36463298379408965,0.51,6,0.0015,5.47,1.097640541649569,7.14536701620591
Bioplastic,0.503,,0,0.16777883698760723,0.503,7,0.0006998011928429,6.296,1.8784158063367746,7.335221163012393
Paper,0.93,,1,0.3989513822688275,0.93,9,0.0009,8.326,1.8639090561711882,10.531048617731173
Glass,0.087,,1,0.06220209723546235,0.087,6,0.0015,6.739,0.5363679106670584,7.024797902764537
Paper,0.213,,1,0.09127740705433747,0.213,9,0.0008990610328638,9.617,1.1135659107899325,10.121722592945662
Plastic,0.505,,1,0.5054814108674929,0.505,2,0.0021,0.879,0.8340470754939778,2.999518589132507
Metal,0.567,,1,0.4864156339370829,0.567,5,0.0017998236331569,3.959,0.9668910021945866,6.080584366062917
Ceramic,0.799,,1,0.4571020019065777,0.799,5,0.0012002503128911,4.082,1.4342077344284738,6.3418979980934225
Bioplastic,0.1475,,1,0.04909437559580553,0.14750000000000002,7,0.0006983050847457,7.794,0.9893062659846548,8.098405624404196
Plastic,0.077,,0,0.07697807435653004,0.077,2,0.0020974025974025,1.677,0.4350821438190142,2.0000219256434697
Glass,0.267,,1,0.19089609151572928,0.267,6,0.0015,6.199,0.9178535146649189,7.076103908484271
Plastic,0.9435,,1,0.9444709246901812,0.9435,2,0.0021001589825119,-0.963,0.9033281613653994,2.999029075309819
Metal,0.0685,,1,0.058865586272640616,0.0685,5,0.0018029197080291,5.753,0.4311821182118212,6.009634413727359
Glass,0.279,,1,0.19947569113441374,0.279,6,0.0015,6.163,0.931628203087697,7.079524308865587
Paper,0.7205,,1,0.3091039084842707,0.7205,9,0.0009000693962526,8.703,1.7611662588838404,10.411396091515728
Bioplastic,0.0575,,1,0.01930409914204004,0.057499999999999996,7,0.0007043478260869,7.919,0.4819616460247702,8.03819590085796
Glass,0.76,,1,0.5433746425166825,0.76,6,0.0014999999999999,4.720000000000001,1.1812712994517707,7.216625357483317
Metal,0.8025,,1,0.688512869399428,0.8025,5,0.0018,3.111,1.0177386205645893,6.113987130600572
Glass,0.1745,,1,0.12464251668255483,0.17450000000000002,6,0.0014985673352435,6.477,0.7767897305325695,7.049857483317445
Glass,0.095,,1,0.06792183031458532,0.095,6,0.0014999999999999,6.715,0.5657394266250355,7.0270781696854145
Paper,0.6105,,1,0.2619161105815062,0.6105,9,0.0009000819000819,8.901,1.6868549980244965,10.348583889418494
Bioplastic,0.763,,0,0.25452812202097236,0.763,7,0.000699868938401,5.932,2.152156493681097,7.508471877979027
Ceramic,0.263,,1,0.1503813155386082,0.263,5,0.0011996197718631,5.369,1.050397867885018,6.112618684461392
Paper,0.9365,,1,0.401811248808389,0.9365,9,0.0009001601708489,8.314,1.8662395516717323,10.534688751191611
Metal,0.6935,,1,0.5950905624404195,0.6935,5,0.0018002883922134,3.503,0.9977117191250086,6.098409437559581
Plastic,0.2595,,1,0.2597712106768351,0.2595,2,0.0021001926782273,1.91,0.7212917329093799,2.999728789323165
Metal,0.723,,1,0.6203527168732127,0.7230000000000001,5,0.0018001383125864,3.397,1.0036749818037451,6.102647283126787
Ceramic,0.5385,,0,0.30791229742612014,0.5385,5,0.0011996285979572,3.708,1.3201367141855573,5.23058770257388
Metal,0.2205,,0,0.18922783603431842,0.2205,5,0.0018004535147392,4.206,0.762374752801582,5.031272163965682
Paper,0.59,,1,0.25309818875119167,0.5900000000000001,9,0.0009,8.938,1.6709233261339091,10.336901811248808
Glass,0.574,,0,0.4103908484270734,0.5740000000000001,6,0.0015,4.2780000000000005,1.1246283152782968,6.163609151572927
Plastic,0.389,,0,0.3894184938036225,0.389,2,0.0021002570694087,0.3660000000000001,0.7948208024931828,1.9995815061963778
Glass,0.6035,,1,0.43136320305052434,0.6035,6,0.0014995857497928,5.19,1.1357579834947973,7.172136796949476
Ceramic,0.511,,1,0.29218303145853197,0.511,5,0.0011996086105675,4.774,1.3029630529897909,6.218816968541468
Bioplastic,0.5835,,1,0.19470924690181124,0.5835,7,0.0007000856898029,7.183,1.9799175157690445,8.38879075309819
Metal,0.6705,,1,0.5753098188751192,0.6705,5,0.001800149142431,3.586,0.9928776115189157,6.09519018112488
Bioplastic,0.104,,1,0.03479504289799809,0.10400000000000001,7,0.000701923076923,7.854,0.7715417256011315,8.069204957102
Paper,0.61,,1,0.2616777883698761,0.61,9,0.0009,8.902,1.6865840801265155,10.348322211630123
Plastic,0.1175,,0,0.1174928503336511,0.11750000000000001,2,0.0020978723404255,1.507,0.5402476440937979,2.000007149666349
Metal,0.3185,,1,0.2733555767397522,0.3185,5,0.001800627943485,4.853,0.8530741733690795,6.045144423260248
Paper,0.8215,,1,0.3524785510009533,0.8215,9,0.000900182592818,8.521,1.8155556726008635,10.469021448999047
Plastic,0.804,,0,0.8048141086749285,0.8039999999999999,2,0.0021001243781094,-1.3769999999999998,0.8885803086972553,1.9991858913250713
Bioplastic,0.464,,1,0.15490943755958056,0.46399999999999997,7,0.0007004310344827,7.35,1.8202543006731486,8.309090562440419
Ceramic,0.6925,,1,0.396091515729266,0.6925,5,0.0012,4.338,1.3959117986164487,6.296408484270734
Paper,0.9855,,1,0.4227836034318399,0.9855,9,0.0009000507356671,8.225999999999999,1.885101203501094,10.56271639656816
Ceramic,0.4345,,0,0.24857006673021925,0.4345,5,0.0012002301495972,3.957,1.24652126350335,5.18592993326978
Bioplastic,0.1515,,0,0.05052430886558627,0.1515,7,0.0006996699669966,6.788,1.0064819506016467,7.100975691134414
Glass,0.7905,,1,0.5653002859866539,0.7905,6,0.0015003162555344,4.628,1.1881852700960023,7.225199714013346
Bioplastic,0.8815,,1,0.29408960915157295,0.8815,7,0.0006999432785025,6.766,2.236800919206579,8.587410390848426
Metal,0.913,,1,0.7833651096282174,0.913,5,0.0018001095290251,2.713,1.0335477256785195,6.129634890371783
